Id,Token,Label
19163,"""§""",aucun
19164,"""2.2.2.1""",aucun
19165,""".""",aucun
19166,""")""",aucun
19167,""".""",aucun
19168,"""01""",aucun
19169,"""8.3.2.7""",aucun
19170,""".""",aucun
19171,"""Réglementation""",aucun
19172,"""07""",aucun
19173,"""L’""",aucun
19174,"""appareil""",aucun
19175,"""propulsif""",aucun
19176,"""ne""",aucun
19177,"""peut""",aucun
19178,"""être""",aucun
19179,"""rendu""",aucun
19180,"""indisponible""",aucun
19181,"""pour""",aucun
19182,"""travaux""",aucun
19183,"""qu’""",aucun
19184,"""avec""",aucun
19185,"""l’""",aucun
19186,"""autorisation""",aucun
19187,"""du""",aucun
19188,"""capitaine""",aucun
19189,"""de""",aucun
19190,"""port""",geogFeat
19191,""".""",aucun
19192,"""13""",aucun
19193,"""RÈGLEMENTS""",aucun
19194,"""SANITAIRES""",aucun
19195,""".""",aucun
19196,"""—""",aucun
19197,"""La""",aucun
19198,"""libre""",aucun
19199,"""pratique""",aucun
19200,"""sanitaire""",aucun
19201,"""peut""",aucun
19202,"""être""",aucun
19203,"""accordée""",aucun
19204,"""par""",aucun
19205,"""radio""",aucun
19206,""".""",aucun
19207,"""Elle""",aucun
19208,"""doit""",aucun
19209,"""être""",aucun
19210,"""demandée""",aucun
19211,"""entre""",aucun
19212,"""12""",aucun
19213,"""et""",aucun
19214,"""4""",aucun
19215,"""heures""",aucun
19216,"""avant""",aucun
19217,"""l’""",aucun
19218,"""arrivée""",aucun
19219,""".""",aucun
19220,"""L’""",aucun
19221,"""officier""",aucun
19222,"""de""",aucun
19223,"""santé""",aucun
19224,"""se""",aucun
19225,"""rend""",aucun
19226,"""à""",aucun
19227,"""bord""",aucun
19228,"""soit""",aucun
19229,"""sur""",aucun
19230,"""rade""",geogFeat
19231,"""en""",aucun
19232,"""même""",aucun
19233,"""temps""",aucun
19234,"""que""",aucun
19235,"""le""",aucun
19236,"""pilote""",aucun
19237,""",""",aucun
19238,"""soit""",aucun
19239,"""à""",aucun
19240,"""quai""",geogFeat
19241,"""dès""",aucun
19242,"""l’""",aucun
19243,"""accostage""",aucun
19244,""".""",aucun
19245,"""19""",aucun
19246,"""NAVIGATION""",aucun
19247,"""DE""",aucun
19248,"""PLAISANCE""",aucun
19249,""".""",aucun
19250,"""—""",aucun
19251,"""Une""",aucun
19252,"""zone""",geogFeat
19253,"""couvrant""",aucun
19254,"""l’""",aucun
19255,"""ensemble""",aucun
19256,"""du""",aucun
19257,"""port""",geogFeat
19258,"""de""",geogFeat
19259,"""commerce""",geogFeat
19260,"""est""",aucun
19261,"""interdite""",aucun
19262,"""à""",aucun
19263,"""la""",aucun
19264,"""na""",aucun
19265,"""vigation""",aucun
19266,"""de""",aucun
19267,"""plaisance""",aucun
19268,""".""",aucun
19269,"""Elle""",aucun
19270,"""est""",aucun
19271,"""portée""",aucun
19272,"""sur""",aucun
19273,"""la""",aucun
19274,"""carte""",aucun
19275,""".""",aucun
19276,"""25""",aucun
19277,"""En""",aucun
19278,"""outre""",aucun
19279,""",""",aucun
19280,"""tout""",aucun
19281,"""plaisancier""",aucun
19282,"""doit""",aucun
19283,"""pouvoir""",aucun
19284,"""présenter""",aucun
19285,"""les""",aucun
19286,"""pièces""",aucun
19287,"""administratives""",aucun
19288,"""suivantes""",aucun
19289,""":""",aucun
19290,"""extrait""",aucun
19291,"""le""",aucun
19292,""":""",aucun
19293,"""2021""",aucun
19294,"""-""",aucun
19295,"""09""",aucun
19296,"""-""",aucun
19297,"""13""",aucun
19298,"""—""",aucun
19299,"""généré""",aucun
19300,"""le""",aucun
19301,""":""",aucun
19302,"""2021""",aucun
19303,"""-""",aucun
19304,"""10""",aucun
19305,"""-""",aucun
19306,"""06""",aucun
19307,"""–""",aucun
19308,"""page""",aucun
19309,"""275""",aucun
19310,"""/""",aucun
19311,"""0""",aucun
19312,"""275""",aucun
19313,"""CÔTE""",geogFeat geogName
19314,"""SUD""",geogName name
19315,"""DU""",aucun
19316,"""GOLFE""",geogFeat geogName
19317,"""D'""",geogName
19318,"""ADEN""",geogName name
19319,"""ET""",aucun
19320,"""CÔTE""",geogFeat geogName
19321,"""AFRICAINE""",geogName name
19322,"""DE""",aucun
19323,"""LA""",aucun
19324,"""MER""",geogFeat geogName
19325,"""D'""",geogName
19326,"""ARABIE""",geogName name
19327,"""(""",aucun
19328,"""RÉPUBLIQUE""",geogFeat geogName
19329,"""DE""",geogName
19330,"""DJIBOUTI""",geogName name
19331,""",""",aucun
19332,"""SOMALIE""",geogName name
19333,""")""",aucun
19334,"""–""",aucun
19335,"""carte""",aucun
19336,"""de""",aucun
19337,"""circulation""",aucun
19338,"""délivrée""",aucun
19339,"""par""",aucun
19340,"""le""",aucun
19341,"""Service""",aucun
19342,"""des""",aucun
19343,"""Affaires""",aucun
19344,"""Maritimes""",aucun
19345,""";""",aucun
19346,"""–""",aucun
19347,"""attestation""",aucun
19348,"""d’""",aucun
19349,"""assurance""",aucun
19350,""";""",aucun
19351,"""–""",aucun
19352,"""permis""",aucun
19353,"""djiboutien""",aucun
19354,"""pour""",aucun
19355,"""conduire""",aucun
19356,"""en""",aucun
19357,"""mer""",aucun
19358,"""les""",aucun
19359,"""navires""",aucun
19360,"""de""",aucun
19361,"""plaisance""",aucun
19362,"""à""",aucun
19363,"""moteur""",aucun
19364,""";""",aucun
19365,"""–""",aucun
19366,"""récépissé""",aucun
19367,"""de""",aucun
19368,"""la""",aucun
19369,"""taxe""",aucun
19370,"""fiscale""",aucun
19371,"""valable""",aucun
19372,"""pour""",aucun
19373,"""l’""",aucun
19374,"""année""",aucun
19375,"""en""",aucun
19376,"""cours""",aucun
19377,""".""",aucun
19378,"""01""",aucun
19379,"""6.2.3""",aucun
19380,""".""",aucun
19381,"""Bayonne""",geogName name
19382,"""07""",aucun
19383,"""6.2.3""",aucun
19384,""".""",aucun
19385,"""—""",aucun
19386,"""Bayonne""",geogName name
19387,"""(""",aucun
19388,"""2014""",aucun
19389,""")""",aucun
19390,""".""",aucun
19391,"""01""",aucun
19392,"""3.7.2.3""",aucun
19393,""".""",aucun
19394,"""Pilotage""",aucun
19395,"""07""",aucun
19396,"""Le""",aucun
19397,"""pilotage""",aucun
19398,"""est""",aucun
19399,"""obligatoire""",aucun
19400,""".""",aucun
19401,"""Voir""",aucun
19402,"""l’""",aucun
19403,"""ouvrage""",aucun
19404,"""de""",aucun
19405,"""Radiosignaux""",aucun
19406,"""931""",aucun
19407,""",""",aucun
19408,"""Radiocommunications""",aucun
19409,"""portuaires""",aucun
19410,"""(""",aucun
19411,"""Océan""",geogFeat geogName
19412,"""At""",geogName name
19413,"""lantique""",geogName name
19414,""")""",aucun
19415,""".""",aucun
19416,"""13""",aucun
19417,"""Les""",aucun
19418,"""entrées""",aucun
19419,"""n’""",aucun
19420,"""ont""",aucun
19421,"""lieu""",aucun
19422,"""que""",aucun
19423,"""de""",aucun
19424,"""jour""",aucun
19425,""",""",aucun
19426,"""entre""",aucun
19427,"""05""",aucun
19428,"""h""",aucun
19429,"""30""",aucun
19430,"""et""",aucun
19431,"""15""",aucun
19432,"""h""",aucun
19433,"""30""",aucun
19434,""".""",aucun
19435,"""L’""",aucun
19436,"""appareillage""",aucun
19437,"""peut""",aucun
19438,"""être""",aucun
19439,"""effectué""",aucun
19440,"""à""",aucun
19441,"""toute""",aucun
19442,"""heure""",aucun
19443,"""du""",aucun
19444,"""jour""",aucun
19445,"""ou""",aucun
19446,"""de""",aucun
19447,"""la""",aucun
19448,"""nuit""",aucun
19449,""".""",aucun
19450,"""19""",aucun
19451,"""Au""",aucun
19452,"""poste""",geogFeat
19453,"""des""",geogFeat
19454,"""phosphates""",geogFeat
19455,"""ainsi""",aucun
19456,"""qu’""",aucun
19457,"""au""",aucun
19458,"""poste""",geogFeat
19459,"""pétrolier""",geogFeat
19460,""",""",aucun
19461,"""les""",aucun
19462,"""navires""",aucun
19463,"""utilisent""",aucun
19464,"""leurs""",aucun
19465,"""deux""",aucun
19466,"""ancres""",aucun
19467,""".""",aucun
19468,"""Les""",aucun
19469,"""deux""",aucun
19470,"""lignes""",aucun
19471,"""de""",aucun
19472,"""mouillage""",aucun
19473,"""doivent""",aucun
19474,"""être""",aucun
19475,"""en""",aucun
19476,"""parfait""",aucun
19477,"""état""",aucun
19478,""",""",aucun
19479,"""et""",aucun
19480,"""sont""",aucun
19481,"""susceptibles""",aucun
19482,"""d’""",aucun
19483,"""être""",aucun
19484,"""utilisées""",aucun
19485,"""dans""",aucun
19486,"""leur""",aucun
19487,"""totalité""",aucun
19488,"""(""",aucun
19489,"""jusqu’""",aucun
19490,"""à""",aucun
19491,"""7""",aucun
19492,"""maillons""",aucun
19493,"""à""",aucun
19494,"""bâbord""",aucun
19495,""")""",aucun
19496,""".""",aucun
19497,"""Le""",aucun
19498,"""treuil""",aucun
19499,"""arrière""",aucun
19500,"""doit""",aucun
19501,"""être""",aucun
19502,"""disponible""",aucun
19503,"""pour""",aucun
19504,"""les""",aucun
19505,"""manœuvres""",aucun
19506,"""des""",aucun
19507,"""aussières""",aucun
19508,"""sur""",aucun
19509,"""les""",aucun
19510,"""coffres""",geogFeat
19511,""".""",aucun
19512,"""25""",aucun
19513,"""En""",aucun
19514,"""raison""",aucun
19515,"""de""",aucun
19516,"""la""",aucun
19517,"""disposition""",aucun
19518,"""des""",aucun
19519,"""installations""",geogFeat
19520,""",""",aucun
19521,"""la""",aucun
19522,"""prise""",aucun
19523,"""de""",aucun
19524,"""poste""",geogFeat
19525,"""n’""",aucun
19526,"""est""",aucun
19527,"""possible""",aucun
19528,"""que""",aucun
19529,"""si""",aucun
19530,"""le""",aucun
19531,"""courant""",aucun
19532,"""porte""",aucun
19533,"""vers""",aucun
19534,"""l’""",aucun
19535,"""Est""",aucun
19536,""".""",aucun
19537,"""31""",aucun
19538,"""Lorsque""",aucun
19539,"""le""",aucun
19540,"""courant""",aucun
19541,"""s’""",aucun
19542,"""inverse""",aucun
19543,"""vers""",aucun
19544,"""l’""",aucun
19545,"""Ouest""",aucun
19546,"""(""",aucun
19547,"""§""",aucun
19548,"""3.7.2.1""",aucun
19549,""".""",aucun
19550,""")""",aucun
19551,""",""",aucun
19552,"""tous""",aucun
19553,"""les""",aucun
19554,"""mouvements""",aucun
19555,"""sont""",aucun
19556,"""suspendus""",aucun
19557,"""en""",aucun
19558,"""attendant""",aucun
19559,"""qu’""",aucun
19560,"""il""",aucun
19561,"""reprenne""",aucun
19562,"""sa""",aucun
19563,"""direction""",aucun
19564,"""habituelle""",aucun
19565,""";""",aucun
19566,"""en""",aucun
19567,"""cas""",aucun
19568,"""d’""",aucun
19569,"""urgence""",aucun
19570,""",""",aucun
19571,"""les""",aucun
19572,"""mouvements""",aucun
19573,"""d’""",aucun
19574,"""entrée""",aucun
19575,"""et""",aucun
19576,"""de""",aucun
19577,"""sortie""",aucun
19578,"""sont""",aucun
19579,"""possibles""",aucun
19580,"""avec""",aucun
19581,"""l’""",aucun
19582,"""assistance""",aucun
19583,"""de""",aucun
19584,"""deux""",aucun
19585,"""remorqueurs""",aucun
19586,"""venant""",aucun
19587,"""spécialement""",aucun
19588,"""de""",aucun
19589,"""Lomé""",geogName name
19590,""".""",aucun
19591,"""37""",aucun
19592,"""Pendant""",aucun
19593,"""la""",aucun
19594,"""saison""",aucun
19595,"""des""",aucun
19596,"""pluies""",aucun
19597,""",""",aucun
19598,"""les""",aucun
19599,"""mouvements""",aucun
19600,"""peuvent""",aucun
19601,"""être""",aucun
19602,"""retardés""",aucun
19603,"""à""",aucun
19604,"""cause""",aucun
19605,"""du""",aucun
19606,"""vent""",aucun
19607,"""ou""",aucun
19608,"""de""",aucun
19609,"""la""",aucun
19610,"""houle""",aucun
19611,""".""",aucun
19612,"""01""",aucun
19613,"""6.1.1""",aucun
19614,""".""",aucun
19615,"""Environnement""",aucun
19616,"""01""",aucun
19617,"""8.3.4""",aucun
19618,""".""",aucun
19619,"""Saylac""",geogName name
19620,"""01""",aucun
19621,"""6.2.3.2""",aucun
19622,""".""",aucun
19623,"""Données""",aucun
19624,"""portuaires""",aucun
19625,"""07""",aucun
19626,"""Caractéristiques""",aucun
19627,"""nautiques""",aucun
19628,"""Hydrographie""",aucun
19629,"""locale""",aucun
19630,"""Profondeur""",aucun
19631,"""entretenue""",aucun
19632,"""par""",aucun
19633,"""dragage""",aucun
19634,""".""",aucun
19635,"""1""",aucun
19636,"""épave""",geogFeat
19637,"""à""",aucun
19638,"""l’""",aucun
19639,"""extrémité""",aucun
19640,"""Nord""",aucun
19641,"""du""",aucun
19642,"""banc""",geogFeat geogName
19643,"""Saint-Bernard""",geogName name
19644,""",""",aucun
19645,"""dans""",aucun
19646,"""l’""",aucun
19647,"""Est""",aucun
19648,"""de""",aucun
19649,"""la""",aucun
19650,"""bouée""",geogFeat geogName
19651,"""«""",geogName
19652,"""2""",geogName name
19653,"""»""",geogName
19654,""".""",aucun
19655,"""BLANCPIGNON""",geogName name
19656,""".""",aucun
19657,"""Débris""",geogFeat
19658,"""de""",aucun
19659,"""béton""",aucun
19660,"""armé""",aucun
19661,""",""",aucun
19662,"""par""",aucun
19663,"""8""",aucun
19664,"""m""",aucun
19665,"""d’""",aucun
19666,"""eau""",aucun
19667,""",""",aucun
19668,"""dans""",aucun
19669,"""une""",aucun
19670,"""zone""",geogFeat
19671,"""de""",aucun
19672,"""30""",aucun
19673,"""m""",aucun
19674,"""de""",aucun
19675,"""long""",aucun
19676,"""et""",aucun
19677,"""10""",aucun
19678,"""m""",aucun
19679,"""de""",aucun
19680,"""large""",aucun
19681,"""située""",aucun
19682,"""en""",aucun
19683,"""aval""",aucun
19684,"""du""",aucun
19685,"""quai""",geogFeat geogName
19686,"""Édouard""",geogName name
19687,"""Castel""",geogName name
19688,""".""",aucun
19689,"""284""",aucun
19690,"""extrait""",aucun
19691,"""le""",aucun
19692,""":""",aucun
19693,"""2021""",aucun
19694,"""-""",aucun
19695,"""10""",aucun
19696,"""-""",aucun
19697,"""19""",aucun
19698,"""—""",aucun
19699,"""généré""",aucun
19700,"""le""",aucun
19701,""":""",aucun
19702,"""2021""",aucun
19703,"""-""",aucun
19704,"""10""",aucun
19705,"""-""",aucun
19706,"""20""",aucun
19707,"""–""",aucun
19708,"""page""",aucun
19709,"""284""",aucun
19710,"""/""",aucun
19711,"""0""",aucun
19712,"""L’""",aucun
19713,"""ADOUR""",geogName name
19714,"""Marée""",aucun
19715,"""et""",aucun
19716,"""courants""",aucun
19717,"""Début""",aucun
19718,"""du""",aucun
19719,"""flot""",aucun
19720,"""à""",aucun
19721,"""–""",aucun
19722,"""0430""",aucun
19723,"""PM""",aucun
19724,"""Boucau""",geogName name
19725,""",""",aucun
19726,"""début""",aucun
19727,"""du""",aucun
19728,"""jusant""",aucun
19729,"""aux""",aucun
19730,"""environs""",aucun
19731,"""de""",aucun
19732,"""la""",aucun
19733,"""pleine""",aucun
19734,"""mer""",aucun
19735,"""à""",aucun
19736,"""Boucau""",geogName name
19737,""".""",aucun
19738,"""Vitesses""",aucun
19739,"""atteignant""",aucun
19740,"""3""",aucun
19741,"""nœuds""",aucun
19742,""".""",aucun
19743,"""Par""",aucun
19744,"""très""",aucun
19745,"""fort""",aucun
19746,"""coefficient""",aucun
19747,"""de""",aucun
19748,"""marée""",aucun
19749,""",""",aucun
19750,"""maintien""",aucun
19751,"""possible""",aucun
19752,"""du""",aucun
19753,"""flot""",aucun
19754,"""jusqu’""",aucun
19755,"""à""",aucun
19756,"""+""",aucun
19757,"""0130""",aucun
19758,"""PM""",aucun
19759,"""Boucau""",geogName name
19760,""".""",aucun
19761,"""En""",aucun
19762,"""période""",aucun
19763,"""de""",aucun
19764,"""crue""",aucun
19765,"""de""",aucun
19766,"""l’""",aucun
19767,"""Adour""",geogName name
19768,""",""",aucun
19769,"""pas""",aucun
19770,"""de""",aucun
19771,"""flot""",aucun
19772,""",""",aucun
19773,"""jusant""",aucun
19774,"""jusqu’""",aucun
19775,"""à""",aucun
19776,"""6""",aucun
19777,"""à""",aucun
19778,"""7""",aucun
19779,"""nœuds""",aucun
19780,""".""",aucun
19781,"""Manœuvres""",aucun
19782,"""d’""",aucun
19783,"""appareillage""",aucun
19784,"""programmées""",aucun
19785,"""pendant""",aucun
19786,"""le""",aucun
19787,"""flot""",aucun
19788,"""pour""",aucun
19789,"""les""",aucun
19790,"""navires""",aucun
19791,"""de""",aucun
19792,"""plus""",aucun
19793,"""de""",aucun
19794,"""85""",aucun
19795,"""m""",aucun
19796,"""de""",aucun
19797,"""long""",aucun
19798,""".""",aucun
19799,"""Manœuvres""",aucun
19800,"""difficiles""",aucun
19801,"""en""",aucun
19802,"""période""",aucun
19803,"""de""",aucun
19804,"""crue""",aucun
19805,"""(""",aucun
19806,"""fin""",aucun
19807,"""de""",aucun
19808,"""l’""",aucun
19809,"""hiver""",aucun
19810,""",""",aucun
19811,"""début""",aucun
19812,"""de""",aucun
19813,"""printemps""",aucun
19814,""")""",aucun
19815,""".""",aucun
19816,"""Manoeuvres""",aucun
19817,"""d’""",aucun
19818,"""accostage""",aucun
19819,"""selon""",aucun
19820,"""le""",aucun
19821,"""courant""",aucun
19822,"""et""",aucun
19823,"""le""",aucun
19824,"""poste""",geogFeat
19825,""".""",aucun
19826,"""Par""",aucun
19827,"""fort""",aucun
19828,"""ressac""",aucun
19829,""",""",aucun
19830,"""obligation""",aucun
19831,"""d’""",aucun
19832,"""appareillage""",aucun
19833,"""des""",aucun
19834,"""navires""",aucun
19835,"""pour""",aucun
19836,"""se""",aucun
19837,"""déplacer""",aucun
19838,"""vers""",aucun
19839,"""l’""",aucun
19840,"""amont""",aucun
19841,""".""",aucun
19842,"""Situation""",aucun
19843,"""plus""",aucun
19844,"""délicate""",aucun
19845,"""au""",aucun
19846,"""moment""",aucun
19847,"""de""",aucun
19848,"""la""",aucun
19849,"""basse""",aucun
19850,"""mer""",aucun
19851,"""(""",aucun
19852,"""peu""",aucun
19853,"""d’""",aucun
19854,"""eau""",aucun
19855,"""sous""",aucun
19856,"""la""",aucun
19857,"""quille""",aucun
19858,""")""",aucun
19859,""".""",aucun
19860,"""Navires""",aucun
19861,"""admis""",aucun
19862,"""BLANCPIGNON""",geogName name
19863,""".""",aucun
19864,"""Navires""",aucun
19865,"""de""",aucun
19866,"""15""",aucun
19867,"""000""",aucun
19868,"""t""",aucun
19869,"""de""",aucun
19870,"""port""",aucun
19871,"""en""",aucun
19872,"""lourd""",aucun
19873,"""et""",aucun
19874,"""jusqu’""",aucun
19875,"""à""",aucun
19876,"""145""",aucun
19877,"""m""",aucun
19878,"""de""",aucun
19879,"""longueur""",aucun
19880,""".""",aucun
19881,"""Installations""",geogFeat
19882,"""portuaires""",geogFeat
19883,"""Remorquage""",aucun
19884,"""1""",aucun
19885,"""remorqueur""",aucun
19886,"""de""",aucun
19887,"""2""",aucun
19888,"""500""",aucun
19889,"""ch""",aucun
19890,"""(""",aucun
19891,"""traction""",aucun
19892,"""de""",aucun
19893,"""30""",aucun
19894,"""t""",aucun
19895,""")""",aucun
19896,"""de""",aucun
19897,"""la""",aucun
19898,"""CCI""",aucun
19899,"""armé""",aucun
19900,"""par""",aucun
19901,"""la""",aucun
19902,"""société""",aucun
19903,"""Chambon""",aucun
19904,""".""",aucun
19905,"""Infrastructures""",geogFeat
19906,"""Outillage""",aucun
19907,"""BOUCAU""",geogName name
19908,"""-""",geogName name
19909,"""TARNOS""",geogName name
19910,""".""",aucun
19911,"""1""",aucun
19912,"""100""",aucun
19913,"""m""",aucun
19914,"""de""",aucun
19915,"""quais""",geogFeat
19916,"""en""",aucun
19917,"""continu""",aucun
19918,""".""",aucun
19919,"""Vrac""",aucun
19920,"""liquide""",aucun
19921,"""et""",aucun
19922,"""solide""",aucun
19923,""":""",aucun
19924,"""engrais""",aucun
19925,""",""",aucun
19926,"""produits""",aucun
19927,"""chimiques""",aucun
19928,""",""",aucun
19929,"""hydrocarbures""",aucun
19930,"""et""",aucun
19931,"""dérivés""",aucun
19932,""",""",aucun
19933,"""bois""",aucun
19934,"""et""",aucun
19935,"""ferraille""",aucun
19936,""".""",aucun
19937,"""Quai""",geogFeat
19938,"""en""",aucun
19939,"""eau""",aucun
19940,"""profonde""",aucun
19941,""";""",aucun
19942,"""365""",aucun
19943,"""m""",aucun
19944,"""de""",aucun
19945,"""longueur""",aucun
19946,""";""",aucun
19947,"""TE""",aucun
19948,"""admissible""",aucun
19949,"""10""",aucun
19950,"""m.""",aucun
19951,"""Quai""",geogFeat geogName
19952,"""européen""",geogName name
19953,""";""",aucun
19954,"""185""",aucun
19955,"""m""",aucun
19956,"""de""",aucun
19957,"""longueur""",aucun
19958,""";""",aucun
19959,"""TE""",aucun
19960,"""admissible""",aucun
19961,"""10""",aucun
19962,"""m""",aucun
19963,""";""",aucun
19964,"""postes""",geogFeat geogName
19965,"""1""",geogName name
19966,"""à""",geogName
19967,"""3""",geogName name
19968,""".""",aucun
19969,"""Quai""",geogFeat geogName
19970,"""Marcel""",geogName name
19971,"""Forgues""",geogName name
19972,""";""",aucun
19973,"""160""",aucun
19974,"""m""",aucun
19975,"""de""",aucun
19976,"""longueur""",aucun
19977,""";""",aucun
19978,"""TE""",aucun
19979,"""admissible""",aucun
19980,"""10""",aucun
19981,"""m.""",aucun
19982,"""Quai""",geogFeat geogName
19983,"""Léon""",geogName name
19984,"""Tramut""",geogName name
19985,""";""",aucun
19986,"""167""",aucun
19987,"""m""",aucun
19988,"""de""",aucun
19989,"""longueur""",aucun
19990,""";""",aucun
19991,"""TE""",aucun
19992,"""admissible""",aucun
19993,"""10""",aucun
19994,"""m.""",aucun
19995,"""Quai""",geogFeat geogName
19996,"""Delure""",geogName name
19997,""";""",aucun
19998,"""170""",aucun
19999,"""m""",aucun
20000,"""de""",aucun
20001,"""longueur""",aucun
20002,""";""",aucun
20003,"""TE""",aucun
20004,"""admissible""",aucun
20005,"""10""",aucun
20006,"""m.""",aucun
20007,"""Poste""",geogFeat geogName
20008,"""Carnot""",geogName name
20009,""";""",aucun
20010,"""160""",aucun
20011,"""m""",aucun
20012,"""de""",aucun
20013,"""longueur""",aucun
20014,""";""",aucun
20015,"""TE""",aucun
20016,"""admissible""",aucun
20017,"""7""",aucun
20018,"""m.""",aucun
20019,"""Poste""",geogFeat geogName
20020,"""Maïsica""",geogName name
20021,""";""",aucun
20022,""">""",aucun
20023,"""140""",aucun
20024,"""m""",aucun
20025,"""de""",aucun
20026,"""longueur""",aucun
20027,""";""",aucun
20028,"""TE""",aucun
20029,"""admissible""",aucun
20030,"""7""",aucun
20031,"""m""",aucun
20032,""";""",aucun
20033,"""4""",aucun
20034,"""ducs""",geogFeat
20035,"""-""",geogFeat
20036,"""d’""",geogFeat
20037,"""Albe""",geogFeat
20038,""".""",aucun
20039,"""Poste""",geogFeat geogName
20040,"""Shell""",geogName name
20041,""";""",aucun
20042,"""<""",aucun
20043,"""80""",aucun
20044,"""m""",aucun
20045,"""de""",aucun
20046,"""longueur""",aucun
20047,""";""",aucun
20048,"""poste""",geogFeat
20049,"""privé""",geogFeat
20050,""".""",aucun
20051,"""Poste""",geogFeat geogName
20052,"""Saint-Gobain""",geogName name
20053,""";""",aucun
20054,"""180""",aucun
20055,"""m""",aucun
20056,"""de""",aucun
20057,"""longueur""",aucun
20058,""";""",aucun
20059,"""TE""",aucun
20060,"""admissible""",aucun
20061,"""9,8""",aucun
20062,"""m.""",aucun
20063,"""SAINT-BERNARD""",geogName name
20064,""".""",aucun
20065,"""Poste""",geogFeat
20066,"""d’""",geogFeat
20067,"""attente""",geogFeat
20068,""";""",aucun
20069,"""120""",aucun
20070,"""m""",aucun
20071,"""de""",aucun
20072,"""longueur""",aucun
20073,""";""",aucun
20074,"""TE""",aucun
20075,"""admissible""",aucun
20076,"""7""",aucun
20077,"""m""",aucun
20078,""";""",aucun
20079,"""4""",aucun
20080,"""ducs""",geogFeat
20081,"""-""",geogFeat
20082,"""d’""",geogFeat
20083,"""Albe""",geogFeat
20084,""".""",aucun
20085,"""Quai""",geogFeat geogName
20086,"""Saint-Bernard""",geogName name
20087,""";""",aucun
20088,"""130""",aucun
20089,"""m""",aucun
20090,"""de""",aucun
20091,"""longueur""",aucun
20092,""";""",aucun
20093,"""TE""",aucun
20094,"""admissible""",aucun
20095,"""7""",aucun
20096,"""m.""",aucun
20097,"""Ro""",geogFeat
20098,"""-""",geogFeat
20099,"""Ro""",geogFeat
20100,"""aval""",aucun
20101,""";""",aucun
20102,"""140""",aucun
20103,"""m""",aucun
20104,"""de""",aucun
20105,"""longueur""",aucun
20106,""";""",aucun
20107,"""TE""",aucun
20108,"""admissible""",aucun
20109,"""6,8""",aucun
20110,"""m""",aucun
20111,""";""",aucun
20112,"""5""",aucun
20113,"""ducs""",geogFeat
20114,"""-""",geogFeat
20115,"""d’""",geogFeat
20116,"""Albe""",geogFeat
20117,""";""",aucun
20118,"""1""",aucun
20119,"""ponton""",geogFeat
20120,"""flottant""",geogFeat
20121,"""de""",aucun
20122,"""30""",aucun
20123,"""m""",aucun
20124,"""x""",aucun
20125,"""25""",aucun
20126,"""m""",aucun
20127,"""commun""",aucun
20128,"""aux""",aucun
20129,"""2""",aucun
20130,"""postes""",geogFeat
20131,""".""",aucun
20132,"""Ro""",geogFeat
20133,"""-""",geogFeat
20134,"""Ro""",geogFeat
20135,"""amont""",aucun
20136,""";""",aucun
20137,"""140""",aucun
20138,"""m""",aucun
20139,"""de""",aucun
20140,"""longueur""",aucun
20141,""";""",aucun
20142,"""TE""",aucun
20143,"""admissible""",aucun
20144,"""4,4""",aucun
20145,"""m""",aucun
20146,""";""",aucun
20147,"""5""",aucun
20148,"""ducs""",geogFeat
20149,"""-""",geogFeat
20150,"""d’""",geogFeat
20151,"""Albe""",geogFeat
20152,""".""",aucun
20153,"""Poste""",geogFeat geogName
20154,"""Pierre""",geogName name
20155,"""Leroy""",geogName name
20156,""";""",aucun
20157,"""130""",aucun
20158,"""m""",aucun
20159,"""de""",aucun
20160,"""longueur""",aucun
20161,""";""",aucun
20162,"""TE""",aucun
20163,"""admissible""",aucun
20164,"""6,5""",aucun
20165,"""m""",aucun
20166,""";""",aucun
20167,"""roulier""",aucun
20168,"""porte""",aucun
20169,"""latérale""",aucun
20170,""";""",aucun
20171,"""4""",aucun
20172,"""ducs-""",geogFeat
20173,"""d’""",geogFeat
20174,"""Albe""",geogFeat
20175,"""et""",aucun
20176,"""1""",aucun
20177,"""rampe""",aucun
20178,"""en""",aucun
20179,"""dur""",aucun
20180,""".""",aucun
20181,"""ALLÉES""",geogName name
20182,"""MARINES""",geogName name
20183,""".""",aucun
20184,"""Quai""",geogFeat geogName
20185,"""Edmond""",geogName name
20186,"""Foy""",geogName name
20187,""";""",aucun
20188,"""240""",aucun
20189,"""m""",aucun
20190,"""de""",aucun
20191,"""longueur""",aucun
20192,""";""",aucun
20193,"""souille""",geogFeat
20194,"""profonde""",aucun
20195,"""de""",aucun
20196,"""5,5""",aucun
20197,"""m.""",aucun
20198,"""Partie""",aucun
20199,"""amont""",aucun
20200,"""non""",aucun
20201,"""accostable""",aucun
20202,""".""",aucun
20203,"""BLANCPIGNON""",geogName name
20204,""".""",aucun
20205,"""Forme""",geogFeat
20206,"""de""",geogFeat
20207,"""radoub""",geogFeat
20208,""";""",aucun
20209,"""90""",aucun
20210,"""m""",aucun
20211,"""de""",aucun
20212,"""longueur""",aucun
20213,""";""",aucun
20214,"""seuil""",aucun
20215,"""du""",aucun
20216,"""1er""",aucun
20217,"""tain""",aucun
20218,"""à""",aucun
20219,"""1,41""",aucun
20220,"""m""",aucun
20221,"""au""",aucun
20222,"""-""",aucun
20223,"""dessous""",aucun
20224,"""du""",aucun
